4.199999999999999845e-01 2.999999999999999889e-01 4.000000000000000222e-01 2.399999999999999911e-01 2.999999999999999889e-01 5.000000000000000000e-01 5.000000000000000000e-01 4.600000000000000200e-01 2.800000000000000266e-01 3.599999999999999867e-01
4.799999999999999822e-01 5.600000000000000533e-01 5.999999999999999778e-01 4.000000000000000222e-01 4.799999999999999822e-01 2.999999999999999889e-01 5.000000000000000000e-01 5.600000000000000533e-01 5.999999999999999778e-01 6.199999999999999956e-01
6.999999999999999556e-01 6.999999999999999556e-01 7.399999999999999911e-01 5.999999999999999778e-01 6.199999999999999956e-01 6.800000000000000488e-01 5.000000000000000000e-01 6.600000000000000311e-01 6.999999999999999556e-01 7.199999999999999734e-01
6.199999999999999956e-01 7.399999999999999911e-01 6.400000000000000133e-01 5.600000000000000533e-01 7.399999999999999911e-01 8.000000000000000444e-01 8.199999999999999512e-01 6.400000000000000133e-01 7.399999999999999911e-01 6.999999999999999556e-01
7.800000000000000266e-01 8.000000000000000444e-01 6.800000000000000488e-01 7.399999999999999911e-01 8.399999999999999689e-01 6.800000000000000488e-01 5.600000000000000533e-01 5.400000000000000355e-01 5.799999999999999600e-01 8.000000000000000444e-01
7.199999999999999734e-01 8.399999999999999689e-01 7.600000000000000089e-01 5.999999999999999778e-01 8.199999999999999512e-01 7.399999999999999911e-01 6.600000000000000311e-01 6.600000000000000311e-01 8.000000000000000444e-01 6.999999999999999556e-01
8.199999999999999512e-01 8.599999999999999867e-01 8.800000000000000044e-01 7.800000000000000266e-01 8.000000000000000444e-01 8.800000000000000044e-01 5.200000000000000178e-01 7.600000000000000089e-01 7.600000000000000089e-01 8.599999999999999867e-01
9.399999999999999467e-01 6.999999999999999556e-01 9.399999999999999467e-01 7.399999999999999911e-01 7.600000000000000089e-01 8.599999999999999867e-01 7.399999999999999911e-01 6.999999999999999556e-01 8.000000000000000444e-01 8.000000000000000444e-01
9.399999999999999467e-01 8.399999999999999689e-01 8.599999999999999867e-01 8.599999999999999867e-01 6.800000000000000488e-01 9.000000000000000222e-01 6.600000000000000311e-01 7.199999999999999734e-01 8.599999999999999867e-01 8.000000000000000444e-01
8.800000000000000044e-01 8.800000000000000044e-01 8.199999999999999512e-01 9.000000000000000222e-01 7.399999999999999911e-01 8.000000000000000444e-01 8.800000000000000044e-01 7.399999999999999911e-01 8.599999999999999867e-01 9.599999999999999645e-01
